topic,variable,year,Wales,Isle of Anglesey,Gwynedd,Conwy,Denbighshire,Flintshire,Wrexham,Powys,Ceredigion,Pembrokeshire,Carmarthenshire,Swansea,Neath Port Talbot,Bridgend,Vale of Glamorgan,Rhondda Cynon Taf,Merthyr Tydfil,Caerphilly,Blaenau Gwent,Torfaen,Monmouthshire,Newport,Cardiff,discipline
policy_application,count,2010_2011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Social Sciences
political_science,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
process_mechanical_engineering,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineering and Technology
psychology,count,2010_2011,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Social Sciences
public_engagement,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Physics
public_health_disease_control,count,2010_2011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
public_health_policy,count,2010_2011,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Medical Science
social_history,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
sociology,count,2010_2011,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Social Sciences
systems_devices,count,2010_2011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
systems_infrastructure,count,2010_2011,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Engineering and Technology
therapeutics,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
aging_neurology,funding,2010_2011,2215631.0,0.0,0.0,0.0,0.0,5300.0,0.0,0.0,9642.0,0.0,0.0,68209.0,0.0,0.0,0.0,12103.0,0.0,0.0,0.0,0.0,0.0,0.0,2120377.0,Medical Science
architecture_archeology_heritage,funding,2010_2011,541743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465436.0,Arts and Humanities
astronomy,funding,2010_2011,731673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720884.0,Physics
astrophysics,funding,2010_2011,2779496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2779496.0,Physics
carbon_greenhouse,funding,2010_2011,462880.0,0.0,336232.0,0.0,0.0,0.0,0.0,0.0,80261.0,0.0,0.0,46387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
cellular_biology,funding,2010_2011,1079107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460970.0,Life Sciences
chemistry_biochemistry,funding,2010_2011,7714951.0,0.0,99971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7095024.0,Engineering and Technology
climate_science,funding,2010_2011,6336207.0,0.0,1163852.0,0.0,0.0,0.0,0.0,0.0,1163285.0,0.0,0.0,1620303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2388767.0,Environmental Sciences
clinical_trials,funding,2010_2011,1119160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119160.0,Medical Science
cognition_linguistics,funding,2010_2011,817738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121957.0,Mathematics and Computing
communications_hardware,funding,2010_2011,312521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195017.0,Mathematics and Computing
complex_systems_modelling,funding,2010_2011,28395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28395.0,Mathematics and Computing
computing_simulations,funding,2010_2011,103491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103491.0,Engineering and Technology
data_methods,funding,2010_2011,138777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138777.0,Life Sciences
databases_analytics,funding,2010_2011,432216.0,0.0,100739.0,0.0,0.0,0.0,0.0,0.0,331477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
demography_social_policy,funding,2010_2011,126195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18282.0,107913.0,Social Sciences
economics,funding,2010_2011,51514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51514.0,Social Sciences
ecosystems,funding,2010_2011,2167160.0,0.0,666478.0,0.0,0.0,0.0,0.0,0.0,504530.0,0.0,0.0,125380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870772.0,Environmental Sciences
education,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
electronics,funding,2010_2011,2081952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineering and Technology
energy,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
energy_technology,funding,2010_2011,5702339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5014590.0,0.0,0.0,0.0,302844.0,0.0,0.0,0.0,0.0,0.0,0.0,384905.0,Engineering and Technology
entomology,funding,2010_2011,709340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709340.0,Life Sciences
environmental_policy,funding,2010_2011,44648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
fertility_reproduction,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
genetics,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
genetics_microbiology,funding,2010_2011,2836683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2738647.0,Medical Science
geology,funding,2010_2011,788497.0,0.0,351031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437466.0,Environmental Sciences
haematology_cardiovascular,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
health_care,funding,2010_2011,4279265.0,0.0,3504445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699910.0,Social Sciences
history,funding,2010_2011,88679.0,0.0,88679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
identity,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
imaging_prosthetics_robotics,funding,2010_2011,353394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106381.0,Mathematics and Computing
immunology,funding,2010_2011,1721145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721145.0,Medical Science
industrial_processes_materials,funding,2010_2011,98995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98995.0,Engineering and Technology
information_society,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
infrastructure,funding,2010_2011,101057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
instrumentation_probes_measurement,funding,2010_2011,530268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530268.0,Physics
instruments_sensors,funding,2010_2011,102213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102213.0,Engineering and Technology
international_development,funding,2010_2011,37230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37230.0,Social Sciences
ionisation_plasma,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineering and Technology
law_legal,funding,2010_2011,125813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125813.0,Social Sciences
literature,funding,2010_2011,1649959.0,0.0,1074736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497242.0,Arts and Humanities
management,funding,2010_2011,421391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421391.0,Social Sciences
materials,funding,2010_2011,887711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560910.0,Engineering and Technology
mathematics_statistics,funding,2010_2011,1122736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699680.0,Mathematics and Computing
media_design_creative,funding,2010_2011,1196103.0,0.0,32581.0,0.0,0.0,0.0,0.0,0.0,378432.0,0.0,0.0,462891.0,0.0,0.0,0.0,128004.0,0.0,0.0,0.0,0.0,0.0,0.0,194195.0,Arts and Humanities
media_studies,funding,2010_2011,68863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33988.0,0.0,0.0,0.0,0.0,0.0,0.0,34875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
medical_technology_imaging,funding,2010_2011,82713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
metabolics_nutrition,funding,2010_2011,654861.0,0.0,309666.0,0.0,0.0,0.0,172118.0,0.0,173077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
modelling_measurement,funding,2010_2011,448754.0,0.0,403693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
museums_exhibitions,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
neuroscience,funding,2010_2011,3395372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395372.0,Life Sciences
nuclear_physics_solar,funding,2010_2011,536598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Physics
optics_photonics_imaging,funding,2010_2011,2225207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397489.0,0.0,0.0,0.0,425642.0,0.0,0.0,0.0,0.0,0.0,0.0,402076.0,Engineering and Technology
particle_physics,funding,2010_2011,1064430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Physics
performance,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
philosophy,funding,2010_2011,48870.0,0.0,48870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
phisiology,funding,2010_2011,101642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
physics_applications,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Physics
plant_biology,funding,2010_2011,1693986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1693986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
policy_application,funding,2010_2011,296309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248797.0,Social Sciences
political_science,funding,2010_2011,170246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
process_mechanical_engineering,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineering and Technology
psychology,funding,2010_2011,3160381.0,0.0,1498869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519536.0,Social Sciences
public_engagement,funding,2010_2011,63662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63662.0,Physics
public_health_disease_control,funding,2010_2011,776708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285137.0,0.0,0.0,491571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
public_health_policy,funding,2010_2011,2011028.0,0.0,324152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686876.0,Medical Science
social_history,funding,2010_2011,137356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
sociology,funding,2010_2011,700533.0,0.0,69931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545032.0,Social Sciences
systems_devices,funding,2010_2011,1217128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32217.0,0.0,0.0,1184911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
systems_infrastructure,funding,2010_2011,3592229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547403.0,Engineering and Technology
therapeutics,funding,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
aging_neurology,count,2012_2013,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Medical Science
architecture_archeology_heritage,count,2012_2013,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Arts and Humanities
astronomy,count,2012_2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Physics
astrophysics,count,2012_2013,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Physics
carbon_greenhouse,count,2012_2013,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Environmental Sciences
cellular_biology,count,2012_2013,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Life Sciences
chemistry_biochemistry,count,2012_2013,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Engineering and Technology
climate_science,count,2012_2013,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Environmental Sciences
clinical_trials,count,2012_2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
cognition_linguistics,count,2012_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
communications_hardware,count,2012_2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mathematics and Computing
complex_systems_modelling,count,2012_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
computing_simulations,count,2012_2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Engineering and Technology
data_methods,count,2012_2013,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Life Sciences
databases_analytics,count,2012_2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mathematics and Computing
demography_social_policy,count,2012_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
economics,count,2012_2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Social Sciences
ecosystems,count,2012_2013,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Environmental Sciences
education,count,2012_2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Social Sciences
electronics,count,2012_2013,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Engineering and Technology
energy,count,2012_2013,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
energy_technology,count,2012_2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Engineering and Technology
entomology,count,2012_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
environmental_policy,count,2012_2013,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Environmental Sciences
fertility_reproduction,count,2012_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
genetics,count,2012_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
genetics_microbiology,count,2012_2013,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Medical Science
geology,count,2012_2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Environmental Sciences
haematology_cardiovascular,count,2012_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
health_care,count,2012_2013,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Social Sciences
history,count,2012_2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
identity,count,2012_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
imaging_prosthetics_robotics,count,2012_2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mathematics and Computing
